date,ticker,name,sector,industry,price,low_52w,high_52w,pct_from_low,pct_from_high,dividend_yield_pct,trailing_pe,market_cap,updated_at
2026-08-21,CDUAF,Canadian Utilities Limited,Utilities,Utilities - Diversified,37.94,25.96,40.95,46.17,-7.36,3.48,316.17,10332222464.0,2026-08-24T09:31:21.917005+00:00
2026-08-21,FMCB,Farmers & Merchants Bancorp,Financial Services,Banks - Regional,1435.0,972.41,1540.0,47.57,-6.82,1.56,10.28,992939648.0,2026-08-24T09:31:06.213885+00:00
2026-08-21,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,80.3,54.0,87.9,48.7,-8.65,2.59,21.94,38701355008.0,2026-08-24T09:31:00.951028+00:00
2026-08-21,GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,133.96,89.8,148.58,49.17,-9.84,3.17,535.84,18467694592.0,2026-08-24T09:30:52.735315+00:00
2026-08-21,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,332.24,217.21,338.55,52.96,-1.86,99.0,33.66,18511730688.0,2026-08-24T09:31:01.683108+00:00
2026-08-21,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,192.0,125.21,192.3,53.35,-0.16,2.19,33.22,52298268672.0,2026-08-24T09:30:46.738515+00:00
2026-08-21,SCL,Stepan Company,Basic Materials,Specialty Chemicals,63.63,40.83,66.97,55.85,-4.98,2.48,,1445248768.0,2026-08-24T09:30:54.979870+00:00
2026-08-21,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,270.24,170.35,276.47,58.64,-2.25,1.98,31.35,651250958336.0,2026-08-24T09:30:53.500652+00:00
2026-08-21,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,100.02,59.87,104.68,67.06,-4.45,3.36,24.45,15104684032.0,2026-08-24T09:30:55.722436+00:00
2026-08-21,NUE,Nucor Corporation,Basic Materials,Steel,243.63,130.11,280.11,87.25,-13.02,92.0,19.46,55273721856.0,2026-08-24T09:31:09.988595+00:00
2026-08-21,GRC,Gorman-Rupp Company (The),Industrials,Specialty Industrial Machinery,78.09,41.17,92.56,89.69,-15.63,97.0,32.95,2062375808.0,2026-08-24T09:31:18.195259+00:00
2026-08-21,TGT,Target Corporation,Consumer Defensive,Discount Stores,165.44,81.2,165.48,103.73,-0.02,2.8,17.14,,2026-08-24T09:30:50.498310+00:00
2026-08-28,LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,208.05,199.4,289.87,4.34,-28.23,2.4,17.57,116727291904.0,2026-08-31T07:01:19.524973+00:00
2026-08-28,UVV,Universal Corporation,Consumer Defensive,Tobacco,45.74,43.36,57.51,5.49,-20.47,7.26,60.99,1138892032.0,2026-08-31T07:01:40.588125+00:00
2026-08-28,PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,141.07,133.4,168.19,5.75,-16.13,4.2,18.49,192701628416.0,2026-08-31T07:01:27.548985+00:00
2026-08-28,PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,143.78,134.62,164.77,6.8,-12.74,3.03,21.75,334206992384.0,2026-08-31T07:01:34.894264+00:00
2026-08-28,WMT,Walmart Inc.,Consumer Defensive,Discount Stores,103.09,95.0,134.84,8.52,-23.54,96.0,37.35,820398325760.0,2026-08-31T07:01:18.933265+00:00
2026-08-28,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,21.57,19.47,26.43,10.81,-18.39,5.42,34.79,11871066112.0,2026-08-31T07:01:38.178325+00:00
2026-08-28,NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,82.97,74.64,96.03,11.16,-13.6,2.68,11.56,7885891584.0,2026-08-31T07:01:21.959715+00:00
2026-08-28,FTS,Fortis Inc.,Utilities,Utilities - Regulated Electric,54.66,47.45,58.92,15.2,-7.22,3.39,22.31,27925794816.0,2026-08-31T07:01:31.240598+00:00
2026-08-28,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,106.65,91.96,125.96,15.98,-15.33,2.03,20.63,13613126656.0,2026-08-31T07:01:20.769457+00:00
2026-08-28,TNC,Tennant Company,Industrials,Specialty Industrial Machinery,69.58,59.89,91.93,16.19,-24.31,1.77,66.9,1186290560.0,2026-08-31T07:01:41.171532+00:00
2026-08-28,CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty,171.97,147.54,194.81,16.56,-11.72,2.19,8.12,26393620480.0,2026-08-31T07:01:37.570887+00:00
2026-08-28,ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,107.49,92.2,114.33,16.58,-5.98,3.29,17.68,39752880128.0,2026-08-31T07:01:30.694738+00:00
2026-08-28,FUL,H. B. Fuller Company,Basic Materials,Specialty Chemicals,56.35,48.3,68.05,16.67,-17.19,1.74,16.72,3030920704.0,2026-08-31T07:01:11.539895+00:00
2026-08-28,ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,280.1,234.38,301.92,19.51,-7.23,2.46,25.37,79772483584.0,2026-08-31T07:01:28.813213+00:00
2026-08-28,KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,109.55,91.17,126.63,20.16,-13.49,4.67,21.65,36434034688.0,2026-08-31T07:01:36.059280+00:00
2026-08-28,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,81.94,67.23,90.56,21.87,-9.52,2.67,22.39,39257128960.0,2026-08-31T07:01:17.056427+00:00
2026-08-28,SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,442.89,358.55,518.88,23.52,-14.65,88.0,26.96,130563973120.0,2026-08-31T07:01:31.875106+00:00
2026-08-28,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,90.75,73.22,98.15,23.94,-7.54,2.34,35.73,72343429120.0,2026-08-31T07:01:26.332711+00:00
2026-08-28,CBSH,"Commerce Bancshares, Inc.",Financial Services,Banks - Regional,58.04,46.74,60.92,24.17,-4.73,1.9,14.23,8324803584.0,2026-08-31T07:01:33.064510+00:00
2026-08-28,TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,41.27,33.21,44.95,24.28,-8.19,88.0,32.5,3101979392.0,2026-08-31T07:01:25.078795+00:00
2026-08-28,CWT,California Water Service Group,Utilities,Utilities - Regulated Water,50.48,40.39,53.46,24.97,-5.58,2.65,22.64,3121637632.0,2026-08-31T07:01:28.164754+00:00
2026-08-28,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,114.22,91.35,130.99,25.04,-12.8,2.59,16.39,25391106048.0,2026-08-31T07:01:32.472050+00:00
2026-08-28,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,198.68,157.78,236.42,25.93,-15.96,1.06,24.02,26758266880.0,2026-08-31T07:01:29.417342+00:00
2026-08-28,NWN,Northwest Natural Holding Compa,Utilities,Utilities - Regulated Gas,49.5,39.28,54.92,26.03,-9.88,3.98,16.56,2083630080.0,2026-08-31T07:01:13.406601+00:00
2026-08-28,MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,190.34,149.32,207.14,27.47,-8.11,1.13,23.7,7342991360.0,2026-08-31T07:01:25.659365+00:00
2026-08-28,EMR,Emerson Electric Company,Industrials,Specialty Industrial Machinery,155.18,121.73,165.79,27.48,-6.4,1.43,34.03,86559399936.0,2026-08-31T07:01:12.771976+00:00
2026-08-28,ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,47.2,36.44,49.8,29.51,-5.22,2.46,18.15,2765019648.0,2026-08-31T07:01:34.256000+00:00
2026-08-28,MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,68.65,53.01,77.06,29.51,-10.91,6.47,14.45,114627919872.0,2026-08-31T07:01:38.828594+00:00
2026-08-28,BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas,72.8,55.88,77.21,30.28,-5.71,3.86,18.34,5551228928.0,2026-08-31T07:01:20.117026+00:00
2026-08-28,AWR,American States Water Company,Utilities,Utilities - Regulated Water,89.88,67.63,91.72,32.89,-2.01,2.43,24.56,3562449664.0,2026-08-31T07:01:15.196216+00:00
2026-08-28,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,116.75,87.27,128.21,33.78,-8.94,3.97,23.59,10206090240.0,2026-08-31T07:01:39.415417+00:00
2026-08-28,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,255.48,189.4,267.47,34.89,-4.48,2.71,71.97,451463118848.0,2026-08-31T07:01:14.592175+00:00
2026-08-28,MSEX,Middlesex Water Company,Utilities,Utilities - Regulated Water,58.49,43.01,60.55,35.98,-3.41,2.46,22.58,1102182400.0,2026-08-31T07:01:21.371201+00:00
2026-08-28,ABT,Abbott Laboratories,Healthcare,Medical Devices,112.47,81.39,134.38,38.19,-16.31,2.24,36.4,194616213504.0,2026-08-31T07:01:12.150218+00:00
2026-08-28,PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,995.02,710.89,1099.94,39.97,-9.54,80.0,34.96,125419757568.0,2026-08-31T07:01:10.290214+00:00
2026-08-28,KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,89.66,64.04,92.49,40.01,-3.06,2.36,26.92,385766555648.0,2026-08-31T07:01:24.474593+00:00
2026-08-28,KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,19.17,13.38,19.91,43.31,-3.71,4.38,22.55,36821229568.0,2026-08-31T07:01:35.451838+00:00
2026-08-28,UBSI,"United Bankshares, Inc.",Financial Services,Banks - Regional,47.6,33.16,49.62,43.53,-4.07,3.19,12.97,6481850880.0,2026-08-31T07:01:33.651309+00:00
2026-08-28,FMCB,Farmers & Merchants Bancorp,Financial Services,Banks - Regional,1401.6,972.41,1540.0,44.14,-8.99,1.6,9.81,969828672.0,2026-08-31T07:01:26.903424+00:00
2026-08-28,CDUAF,Canadian Utilities Limited,Utilities,Utilities - Diversified,37.48,25.96,40.95,44.4,-8.48,3.52,312.33,10206950400.0,2026-08-31T07:01:39.958098+00:00
2026-08-28,GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,1306.3,901.22,1417.14,44.95,-7.82,75.0,33.33,61527965696.0,2026-08-31T07:01:23.801751+00:00
2026-08-28,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,324.59,217.21,339.12,49.44,-4.28,1.16,32.89,18079457280.0,2026-08-31T07:01:23.170651+00:00
2026-08-28,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,81.54,54.0,87.9,50.99,-7.24,2.55,22.28,39298985984.0,2026-08-31T07:01:22.569367+00:00
2026-08-28,BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,189.52,125.21,193.07,51.36,-1.84,2.22,32.79,51622752256.0,2026-08-31T07:01:10.938593+00:00
2026-08-28,GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,137.51,89.8,148.58,53.13,-7.45,3.09,550.04,18957094912.0,2026-08-31T07:01:15.813155+00:00
2026-08-28,SCL,Stepan Company,Basic Materials,Specialty Chemicals,62.65,40.83,66.97,53.45,-6.45,2.52,,1422989824.0,2026-08-31T07:01:17.662384+00:00
2026-08-28,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,268.04,169.51,275.11,58.13,-2.57,2.0,31.06,645949227008.0,2026-08-31T07:01:16.468128+00:00
2026-08-28,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,97.8,59.87,104.68,63.35,-6.57,3.44,23.91,14769427456.0,2026-08-31T07:01:18.288231+00:00
2026-08-28,GRC,Gorman-Rupp Company (The),Industrials,Specialty Industrial Machinery,76.22,41.36,92.56,84.31,-17.65,1.0,32.16,2012988800.0,2026-08-31T07:01:36.677066+00:00
2026-08-28,NUE,Nucor Corporation,Basic Materials,Steel,250.5,130.11,280.11,92.53,-10.57,89.0,19.99,56832356352.0,2026-08-31T07:01:30.058264+00:00
2026-08-28,TGT,Target Corporation,Consumer Defensive,Discount Stores,163.18,81.2,170.75,100.95,-4.43,2.84,16.93,74131275776.0,2026-08-31T07:01:14.039132+00:00
